name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
morocco,2023-02-28,60.8,51.8,56.8,60.8,51.8,56.8,53.4,88.7,0.28,100,8.33,rain,0,0,23.9,15,249.6,1019.8,78.5,3.2,104.7,9.1,4,10,2023-02-28T07:57:44,2023-02-28T19:22:38,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-01,62.6,51.8,57.2,62.6,51.8,57.2,47.8,71.4,0,0,0,rain,0,0,20.8,13.4,289.7,1018.7,56.3,3.1,156.5,13.4,7,10,2023-03-01T07:56:30,2023-03-01T19:23:29,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-02,59,53.6,55.9,59,53.6,55.9,53,90.4,0.039,100,4.17,rain,0,0,12.8,9.2,243.8,1018.7,92.3,2.7,91.5,7.9,6,10,2023-03-02T07:55:16,2023-03-02T19:24:20,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-03,64.1,46.4,56.8,64.1,46.4,56.8,51.4,83.9,0,0,0,,0,0,19,10.3,38.3,1017.8,70.1,3.1,93.8,8.1,4,10,2023-03-03T07:54:01,2023-03-03T19:25:10,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60135099999,F3955,GMME"
morocco,2023-03-04,62.6,39.2,51.3,62.6,39.2,51.3,43.8,79.1,0,0,0,,0,0,16.8,11.4,12.9,1017.9,37.4,3.1,196.8,17.1,7,10,2023-03-04T07:52:45,2023-03-04T19:26:01,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-05,64.4,42.6,53.6,64.4,41.1,53.4,48.1,84.2,0,0,0,,0,0,18.3,6.9,294.8,1016.9,12,3.3,186.3,16,7,10,2023-03-05T07:51:28,2023-03-05T19:26:50,0.43,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-06,68,46.4,59,68,45.2,59,51.6,78,0,0,0,,0,0,19.7,10.3,244.9,1016.1,35.8,3.3,209.1,18,8,10,2023-03-06T07:50:11,2023-03-06T19:27:40,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-07,69.8,53.6,61.6,69.8,53.6,61.6,57.9,88.7,0,0,0,,0,0,17.7,9.2,249,1016.9,54.4,3.7,180.9,15.5,6,10,2023-03-07T07:48:54,2023-03-07T19:28:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-08,66.2,50,57.1,66.2,50,57.1,55.3,94.1,0,0,0,,0,0,15.9,8,358.8,1017.6,45.4,2.8,207.2,17.8,7,10,2023-03-08T07:47:36,2023-03-08T19:29:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-09,71.6,46.2,58.7,71.6,46.2,58.7,55.4,89.9,0,0,0,,0,0,14.5,9.2,5.5,1020.8,60.5,2.6,159.5,13.9,6,10,2023-03-09T07:46:17,2023-03-09T19:30:07,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-10,71.5,50,59.8,71.5,50,59.8,56.6,90.2,0.004,100,4.17,rain,0,0,22.4,13.9,39.6,1023.5,37.2,3.5,221.9,18.9,7,10,2023-03-10T07:44:58,2023-03-10T19:30:55,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-11,68,46.8,57.9,68,46.8,57.8,55.5,92.6,0,0,0,,0,0,20.4,13.9,23.3,1023.9,37.2,3.2,225.3,19.4,8,10,2023-03-11T07:43:39,2023-03-11T19:31:44,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-12,78.8,48.2,60.1,78.8,48.2,60.1,55.6,87.1,0.008,100,4.17,rain,0,0,15.4,10.3,24.4,1019.5,17.8,4.3,233.1,20,8,10,2023-03-12T07:42:19,2023-03-12T19:32:32,0.67,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-13,69.8,46.4,58.3,69.8,46.4,58.3,54.5,88.6,0,0,0,,0,0,20.6,13.9,330,1020.1,44.9,3,191.4,16.6,8,10,2023-03-13T07:40:59,2023-03-13T19:33:19,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-14,69.7,48.2,59.5,69.7,48.2,59.5,53.5,82.1,0,0,0,,0,0,27.7,17.2,48.3,1020.7,46.1,3.4,224.7,19.5,8,10,2023-03-14T07:39:39,2023-03-14T19:34:07,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-15,69.8,40.8,55.6,69.8,40.8,55.6,49.5,82.5,0,0,0,,0,0,15.7,9.2,2.9,1013.8,12.3,3.3,218.5,19,8,10,2023-03-15T07:38:18,2023-03-15T19:34:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-16,68,42.8,56.3,68,42.8,56.2,53.3,90.8,0,0,0,,0,0,21.9,9.2,271.5,1011.9,44.4,2.6,229,19.8,8,10,2023-03-16T07:36:57,2023-03-16T19:35:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-17,66.2,50,59.4,66.2,50,59.4,54.7,85.9,0,0,0,rain,0,0,21.9,11.4,346.6,1016.9,66.2,3.4,181,15.6,6,10,2023-03-17T07:35:36,2023-03-17T19:36:28,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-18,64.4,50,57.7,64.4,50,57.7,52.8,85,0,0,0,rain,0,0,26.4,11.4,8.5,1018.8,68.6,3.5,195,17,9,10,2023-03-18T07:34:15,2023-03-18T19:37:15,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-19,66.2,41,55.2,66.2,39.1,55,50.6,86.2,0,0,0,,0,0,21.9,15,9.1,1018.3,36.8,4.5,213,19.1,9,10,2023-03-19T06:32:53,2023-03-19T18:38:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-20,77,42.8,61.8,77,42.8,61.5,44.5,61.5,0,0,0,,0,0,27.7,19.7,76.8,1015.7,0.5,4,249,21.6,8,10,2023-03-20T06:31:31,2023-03-20T18:38:48,0.96,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-21,68,41.7,57.3,68,41.7,57.3,49.7,78.5,0,0,0,,0,0,18.8,10.3,7.6,1015.4,10.9,4.1,245.2,21.4,8,10,2023-03-21T06:30:10,2023-03-21T18:39:34,0,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-22,69.8,44.6,56.6,69.8,44.6,56.5,52.3,87.3,0.004,100,4.17,rain,0,0,18.6,9.2,326.3,1015.1,29.9,3.2,240.4,20.9,8,10,2023-03-22T06:28:48,2023-03-22T18:40:20,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-23,69.8,43,57.9,69.8,41.4,57.7,53.8,87.9,0.004,100,4.17,rain,0,0,20.6,10.3,2.4,1015.9,34.2,2.8,241.4,20.7,8,10,2023-03-23T06:27:26,2023-03-23T18:41:06,0.06,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-24,68,42.8,56.2,68,42.8,56.2,51.4,85.5,0,0,0,,0,0,23.3,13.9,26.7,1020.8,22.6,3.2,249.4,21.5,9,10,2023-03-24T06:26:04,2023-03-24T18:41:52,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-25,69.8,45,58,69.8,45,58,54.6,90.2,0.004,100,4.17,rain,0,0,19.5,11.4,5.9,1021.1,38.7,2.7,249,21.5,8,10,2023-03-25T06:24:42,2023-03-25T18:42:38,0.12,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-26,69.8,46.4,58.8,69.8,46.4,58.8,55.5,89.5,0,0,0,,0,0,21.7,11.4,11.4,1020.6,52.4,2,233.8,20.4,8,10,2023-03-26T06:23:20,2023-03-26T18:43:24,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-27,70,45.5,57.6,70,44.4,57.6,54,89.2,0,0,0,,0,0,18.8,10.3,352.3,1018,26.8,3.1,246,21.4,8,10,2023-03-27T06:21:58,2023-03-27T18:44:09,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-28,73.4,39.2,57.8,73.4,39.2,57.7,51.7,82.5,0.004,100,4.17,rain,0,0,17.7,12.8,1.5,1016.8,15.4,2.9,252.5,21.9,8,10,2023-03-28T06:20:37,2023-03-28T18:44:55,0.22,Rain,Clear conditions throughout the day with early morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-29,78.8,44.6,61.7,78.8,44.6,61.7,53.2,78.5,0,0,0,,0,0,19.7,7,318,1018.9,13.8,3,249.4,21.5,8,10,2023-03-29T06:19:15,2023-03-29T18:45:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-30,82.4,51.8,64.4,80.5,51.8,64.3,56.2,78.3,0.004,100,4.17,rain,0,0,24.2,15,31.1,1024.5,47.4,4.4,240.9,21,8,10,2023-03-30T06:17:54,2023-03-30T18:46:26,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-03-31,71.6,44.5,58.7,71.6,44.5,58.5,54.2,86.7,0,0,0,,0,0,22.4,14.9,17.1,1024.7,43.6,3.6,253.5,22.1,8,10,2023-03-31T06:16:32,2023-03-31T18:47:11,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,remote,F3955,GMME"
morocco,2023-04-01,71.3,46.4,61.5,71.3,46.4,61.5,55.5,83.2,0,0,0,,0,0,23.3,13.9,20,1024.5,42.9,3.6,227.5,19.8,9,10,2023-04-01T06:15:11,2023-04-01T18:47:57,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-02,69.8,46.4,58.7,69.8,46.4,58.7,54.7,88,0,0,0,,0,0,25.5,17.2,14.7,1021.1,51.7,3.1,249.1,21.4,8,10,2023-04-02T06:13:50,2023-04-02T18:48:42,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-03,69.4,44.4,58.4,69.4,43.2,58.3,54,86.9,0,0,0,,0,0,20.6,11.4,336.4,1014.3,33,3.5,263.2,22.6,8,10,2023-04-03T06:12:30,2023-04-03T18:49:28,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-04,67.7,48.2,59.2,67.7,47.3,59.1,55.8,89.6,0.118,100,4.17,rain,0,0,21.9,12.8,328.7,1009.8,59.6,3.3,153.3,13.1,8,10,2023-04-04T06:11:10,2023-04-04T18:50:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-05,83.8,51.4,68.1,81,51.4,67.7,41.4,49.9,0,0,0,,0,0,47.4,31.4,75.2,1003.9,64.7,3.1,296.5,25.5,9,10,2023-04-05T06:09:50,2023-04-05T18:50:59,0.48,Partially cloudy,Partly cloudy throughout the day.,wind,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-06,75.2,53.6,66.5,75.2,53.6,66.5,42.9,45.5,0,0,0,,0,0,28.9,15,45.8,1008.1,62.4,3.1,294.9,25.4,9,10,2023-04-06T06:08:30,2023-04-06T18:51:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-07,71.6,46.5,59.9,71.6,46.5,59.9,52.5,80,0,0,0,,0,0,18.1,8.1,334.2,1010.3,10.9,3.1,298.6,25.7,9,10,2023-04-07T06:07:11,2023-04-07T18:52:29,0.55,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-08,77,48.2,66.4,77,48.2,66.4,52.9,67.2,0,0,0,rain,0,0,26.4,16.1,246.3,1013.5,32.1,2.8,285.6,24.7,9,10,2023-04-08T06:05:52,2023-04-08T18:53:15,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-09,80.6,55.1,68.2,79.5,55.1,68.1,51.6,58,0,0,0,,0,0,25.7,16.1,24.5,1018,7.9,3.1,296,25.6,9,10,2023-04-09T06:04:34,2023-04-09T18:54:00,0.62,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-10,71.6,50,61.4,71.6,50,61.4,57.1,87.2,0,0,0,,0,0,22.8,11.4,342.5,1022.2,17.8,3,300.3,26.2,9,10,2023-04-10T06:03:16,2023-04-10T18:54:46,0.65,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,GMME"
morocco,2023-04-11,75,45,60.3,75,45,60.3,54.6,84.5,0,0,0,,0,0,20.4,10.3,0.2,1021.9,22.1,3.1,288.6,25.1,10,10,2023-04-11T06:01:58,2023-04-11T18:55:32,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-12,69.8,46.4,60.1,69.8,46.4,60.1,53.7,80.7,0,0,0,,0,0,22.4,11.4,342.6,1019.7,67.9,3.5,260.6,22.7,10,10,2023-04-12T06:00:41,2023-04-12T18:56:17,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-13,66.2,42.8,59.4,66.2,42.8,59.4,52.3,78.6,0,0,0,rain,0,0,27.7,17.2,17.6,1020,44.6,3.4,212.3,18.4,8,10,2023-04-13T05:59:25,2023-04-13T18:57:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-14,68,39.2,56.4,68,39.2,56.4,49.6,80.5,0,0,0,,0,0,24.4,18.3,16,1019.6,0.3,3.5,284.3,24.3,9,10,2023-04-14T05:58:09,2023-04-14T18:57:49,0.8,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-15,71.6,44.6,58.9,71.6,43.2,58.7,52.5,81.7,0,0,0,,0,0,24.6,18.3,16.3,1018,0.8,3.6,277.3,24,9,10,2023-04-15T05:56:54,2023-04-15T18:58:35,0.83,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-16,78.8,44.4,62.4,78.8,44.4,62.4,51.7,73,0,0,0,,0,0,23.3,18.3,10.5,1010.5,0.6,3.8,282.2,24.4,9,10,2023-04-16T05:55:39,2023-04-16T18:59:21,0.87,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-17,80.6,49.7,64.8,79.9,49.7,64.7,53.7,72.9,0,0,0,,0,0,18.6,12.8,347.9,1005.4,0.3,4,279.4,24.2,8,10,2023-04-17T05:54:25,2023-04-17T19:00:07,0.9,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-18,73.4,52,64.3,73.4,52,64.3,58.3,83,0,0,0,,0,0,21.9,12.7,298.1,1003.7,26.9,3.1,260.3,22.4,8,10,2023-04-18T05:53:12,2023-04-18T19:00:53,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-19,69.8,64.3,66.1,69.8,64.3,66.1,61.7,86.1,0,0,0,,0,0,28.4,17.2,255.8,1006.8,81.4,3,254.3,22.1,10,10,2023-04-19T05:52:00,2023-04-19T19:01:39,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-20,71.3,60.7,65.6,71.3,60.7,65.6,58.7,79.5,0,0,0,rain,0,0,27.7,15,258.1,1010,66,3.3,258.1,22.4,9,10,2023-04-20T05:50:48,2023-04-20T19:02:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-21,69.8,51.8,62.8,69.8,51.8,62.8,54.3,75.7,0,0,0,rain,0,0,23.3,10.3,308,1010.2,50,3.7,263.9,22.9,8,10,2023-04-21T05:49:37,2023-04-21T19:03:12,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-22,71.6,48.2,61.8,71.6,47.3,61.8,55.5,81.8,0,0,0,,0,0,22.6,11.4,346.1,1013.1,28.2,3.2,272,23.4,9,10,2023-04-22T05:48:26,2023-04-22T19:03:58,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-23,71.6,53.6,64.3,71.6,53.6,64.3,57,78.8,0,0,0,,0,0,24.8,14.3,19.6,1014.5,38.5,3.2,291.5,24,9,10,2023-04-23T06:47:17,2023-04-23T20:04:44,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-24,75.5,48.2,63,75.5,48.2,62.9,55.4,79.4,0,0,0,,0,0,21.9,10.3,1.1,1014.7,13.6,3.5,290,25.2,9,10,2023-04-24T06:46:09,2023-04-24T20:05:31,0.14,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-25,82.4,46.8,65.1,82.1,46.8,65.1,54.6,72.9,0,0,0,,0,0,19,10.3,3.9,1014,0,3.4,289.3,25,9,10,2023-04-25T06:45:01,2023-04-25T20:06:17,0.17,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-26,93.2,49.8,72.5,89.8,49.8,71.7,51.2,55.3,0,0,0,,0,0,24.2,13.9,9.5,1011.4,0.6,3.7,283,24.2,9,10,2023-04-26T06:43:54,2023-04-26T20:07:04,0.2,Clear,Clear conditions throughout the day.,clear-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-27,89.6,60.4,72.9,86.4,60.4,72.5,59.5,68.8,0,0,0,,0,0,19,13.9,335.1,1010.8,25.6,3.7,263.9,22.8,8,10,2023-04-27T06:42:48,2023-04-27T20:07:51,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-28,75.2,60.8,68.2,75.2,60.8,68.2,64.9,89.7,0,0,0,,0,0,23.7,13.9,277.5,1013.6,73,3,231,20,8,10,2023-04-28T06:41:43,2023-04-28T20:08:37,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-29,77,64.4,69.8,77,64.4,69.8,63.2,81.5,0,0,0,rain,0,0,23.5,12.8,326,1018.4,51.3,3.4,279.1,24.1,9,10,2023-04-29T06:40:39,2023-04-29T20:09:24,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-04-30,71.9,53.6,65.3,71.9,53.6,65.3,61.6,88.5,0,0,0,,0,0,25.7,10.3,344.6,1016.6,56.5,3.1,228.8,19.8,9,10,2023-04-30T06:39:37,2023-04-30T20:10:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
morocco,2023-05-01,74.6,50.1,65.6,74.6,50.1,65.6,58.6,79.5,0,0,0,,0,0,21.7,12.7,0.1,1014.9,34.4,3.1,294.8,25.4,9,10,2023-05-01T06:38:35,2023-05-01T20:10:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60146099999,60120099999,60135099999,F3955,GMME"
